feature,weight,feature_desc,odds_ratio,model,cutoff
J449,0.001421176798969357,"Chronic obstructive pulmonary disease, unspecified",1.0014221871492885,lr,365
1628,0.0013640555274292345,Malignant neoplasm of other parts of bronchus or lung,1.0013649862743188,lr,365
73739,0.0013158399579737412,Other kyphoscoliosis and scoliosis,1.0013167060552113,lr,365
71598,0.0011759062055157442,"Osteoarthrosis, unspecified whether generalized or localized, other specified sites",1.001176597854296,lr,365
V4282,0.0011686204683824773,Peripheral stem cells replaced by transplant,1.0011693035713523,lr,365
2390,0.0011476348432943651,Neoplasm of unspecified nature of digestive system,1.001148293628152,lr,365
9054,0.0010869470642141347,Late effect of fracture of lower extremities,1.0010875380052622,lr,365
70719,0.0009484885663580425,Ulcer of other part of lower limb,1.000948938523887,lr,365
R809,0.0008907137302809802,"Proteinuria, unspecified",1.0008911105335596,lr,365
6918,0.0008878889022208765,Other atopic dermatitis and related conditions,1.0008882831922588,lr,365
8244,0.0008766411438867342,"Bimalleolar fracture, closed",1.000877025506042,lr,365
33700,0.00085904201580591,"Idiopathic peripheral autonomic neuropathy, unspecified",1.0008594110980766,lr,365
7336,0.0008307713721224711,Tietze's disease,1.0008311165582424,lr,365
2554,0.0007719015432693536,Corticoadrenal insufficiency,1.0007721995359344,lr,365
7177,0.0006891018564740069,Chondromalacia of patella,1.0006893393417058,lr,365
7863,0.0006732786074052624,Hemoptysis,1.0006735053103222,lr,365
2518,0.0006225082102664964,Other specified disorders of pancreatic internal secretion,1.000622702008714,lr,365
5198,0.0006137188020444442,"Other diseases of respiratory system, not elsewhere classified",1.0006139071659605,lr,365
4571,0.0005297644620425279,Other lymphedema,1.0005299048120182,lr,365
2112,0.00048778457191690864,"Benign neoplasm of duodenum, jejunum, and ileum",1.0004879035581569,lr,365
71697,0.00042377059920586864,"Arthropathy, unspecified, ankle and foot",1.0004238604026512,lr,365
G35,0.0002995185008624903,Multiple sclerosis,1.0002995633610074,lr,365
78933,0.0002943774558515166,"Abdominal or pelvic swelling, mass, or lump, right lower quadrant",1.0002944207891469,lr,365
7246,0.00013843066021198435,Disorders of sacrum,1.000138440242178,lr,365
7820,7.367528073883832e-05,Disturbance of skin sensation,1.000073677994829,lr,365
M48061,0.0,"Spinal stenosis, lumbar region without neurogenic claudication",1.0,lr,365
1570,0.0,Malignant neoplasm of head of pancreas,1.0,lr,365
1579,0.0,"Malignant neoplasm of pancreas, part unspecified",1.0,lr,365
I2720,0.0,"Pulmonary hypertension, unspecified",1.0,lr,365
H353230,-7.884545808205019e-05,"Exudative age-related macular degeneration, bilateral, stage unspecified",0.9999211576501393,lr,365
E8784,-0.0001144052683286808,"Other restorative surgery causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",0.9998856012757045,lr,365
82000,-0.00012936303526493313,"Closed fracture of intracapsular section of neck of femur, unspecified",0.9998706453317717,lr,365
36619,-0.00016491115221570354,Other and combined forms of senile cataract,0.9998351024448809,lr,365
C9202,-0.00024923166113614793,"Acute myeloblastic leukemia, in relapse",0.9997507993944943,lr,365
C9310,-0.00029481486759149,Chronic myelomonocytic leukemia not having achieved remission,0.9997052285860413,lr,365
G5603,-0.00031008230374620206,"Carpal tunnel syndrome, bilateral upper limbs",0.9996899657668026,lr,365
V1584,-0.00033996765922709906,Personal history of contact with and (suspected) exposure to asbestos,0.9996600901232293,lr,365
0709,-0.0003471335302212816,Unspecified viral hepatitis without mention of hepatic coma,0.9996529267136516,lr,365
1739,-0.0003492015171025879,"Other and unspecified malignant neoplasm of skin, site unspecified",0.9996508594466508,lr,365
C3402,-0.0003539867786216529,Malignant neoplasm of left main bronchus,0.9996460758673059,lr,365
2326,-0.0003556515012735755,"Carcinoma in situ of skin of upper limb, including shoulder",0.9996444117352247,lr,365
C678,-0.00038238137500473814,Malignant neoplasm of overlapping sites of bladder,0.9996176917234357,lr,365
J9621,-0.00040190206908675025,Acute and chronic respiratory failure with hypoxia,0.9995981786827314,lr,365
Z7982,-0.00043191939835376865,Long term (current) use of aspirin,0.9995681738654016,lr,365
I132,-0.00043209686780599355,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",0.9995679964726011,lr,365
75453,-0.0004688913156767448,Metatarsus varus,0.9995312185966766,lr,365
K581,-0.0004692504505981346,Irritable bowel syndrome with constipation,0.9995308596301754,lr,365
33828,-0.0005085910780610522,Other chronic postoperative pain,0.9994915382324583,lr,365
72632,-0.0005401986730598987,Lateral epicondylitis,0.9994599472079738,lr,365
S52572D,-0.0005556260777229013,"Other intraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with routine healing",0.9994445282538613,lr,365
C9112,-0.0005700772888762591,Chronic lymphocytic leukemia of B-cell type in relapse,0.9994300851743078,lr,365
78931,-0.0005705779245114806,"Abdominal or pelvic swelling, mass, or lump, right upper quadrant",0.9994295848241175,lr,365
K8590,-0.0005714072700714782,"Acute pancreatitis without necrosis or infection, unspecified",0.9994287559519724,lr,365
36616,-0.0005728785065503497,Senile nuclear sclerosis,0.9994272855570103,lr,365
C01,-0.000588022852125908,Malignant neoplasm of base of tongue,0.9994121499994295,lr,365
C714,-0.0006019785594405142,Malignant neoplasm of occipital lobe,0.9993982025933007,lr,365
C9101,-0.0006061103053207898,"Acute lymphoblastic leukemia, in remission",0.9993940733424248,lr,365
F429,-0.0006574317605172862,"Obsessive-compulsive disorder, unspecified",0.9993427843003916,lr,365
I70245,-0.0006646199231999168,Atherosclerosis of native arteries of left leg with ulceration of other part of foot,0.9993356008877001,lr,365
C4921,-0.0006669292912492643,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",0.9993332930566576,lr,365
C519,-0.0007054561743690325,"Malignant neoplasm of vulva, unspecified",0.9992947926013344,lr,365
Z596,-0.0007211508439808028,Low income,0.9992791091227936,lr,365
H401133,-0.0007493092247971661,"Primary open-angle glaucoma, bilateral, severe stage",0.9992509714372547,lr,365
72751,-0.000756603047615565,Synovial cyst of popliteal space,0.9992436831042979,lr,365
M1710,-0.0007581783775745366,"Unilateral primary osteoarthritis, unspecified knee",0.9992421089670275,lr,365
C482,-0.0007635536755428633,"Malignant neoplasm of peritoneum, unspecified",0.9992367377573852,lr,365
T8649,-0.0007801545560497526,Other complications of liver transplant,0.9992201496853923,lr,365
D684,-0.000806333607539222,Acquired coagulation factor deficiency,0.9991939913920456,lr,365
E8844,-0.0008313212780945383,Accidental fall from bed,0.9991690241737053,lr,365
M86171,-0.0008780166738994449,"Other acute osteomyelitis, right ankle and foot",0.9991223686699526,lr,365
D89811,-0.0008796409174492067,Chronic graft-versus-host disease,0.9991207458532079,lr,365
K8689,-0.0008894364448714314,Other specified diseases of pancreas,0.9991109589864776,lr,365
E1152,-0.0009019542419328229,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,0.9990984523965288,lr,365
481,-0.0009133576228900895,Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia],0.999087059361222,lr,365
C55,-0.0009335459257526093,"Malignant neoplasm of uterus, part unspecified",0.999066889692678,lr,365
Z433,-0.0009413146752609673,Encounter for attention to colostomy,0.9990591282224184,lr,365
Z96611,-0.0009545080973274838,Presence of right artificial shoulder joint,0.9990459473006212,lr,365
D619,-0.0009676305405392779,"Aplastic anemia, unspecified",0.9990328374629286,lr,365
C8339,-0.0009792329145398783,"Diffuse large B-cell lymphoma, extranodal and solid organ sites",0.9990212463775516,lr,365
C19,-0.0009857689752238938,Malignant neoplasm of rectosigmoid junction,0.9990147167353998,lr,365
71515,-0.0010026080099982263,"Osteoarthrosis, localized, primary, pelvic region and thigh",0.9989978944334806,lr,365
7835,-0.0010050916476689587,Polydipsia,0.9989954132877582,lr,365
78459,-0.001017857770420694,Other speech disturbance,0.9989826600710885,lr,365
3530,-0.0010232630772313764,Brachial plexus lesions,0.998977260277906,lr,365
C5700,-0.0010349541862104063,Malignant neoplasm of unspecified fallopian tube,0.9989655811941593,lr,365
Z6824,-0.0010880496746311732,"Body mass index (BMI) 24.0-24.9, adult",0.9989125420367928,lr,365
81344,-0.00109023410282191,Closed fracture of lower end of radius with ulna,0.9989103599864592,lr,365
C8338,-0.0010934554843695713,"Diffuse large B-cell lymphoma, lymph nodes of multiple sites",0.9989071421202407,lr,365
C713,-0.0011191279441942895,Malignant neoplasm of parietal lobe,0.9988814980459406,lr,365
M86172,-0.0011195775347212918,"Other acute osteomyelitis, left ankle and foot",0.9988810489583825,lr,365
J9691,-0.0011439742945763083,"Respiratory failure, unspecified with hypoxia",0.9988566797945728,lr,365
Y842,-0.001148015171222853,"Radiological procedure and radiotherapy as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",0.9988526435460973,lr,365
J3800,-0.0011552528041048082,"Paralysis of vocal cords and larynx, unspecified",0.9988454142435216,lr,365
I70235,-0.0011621538585922446,Atherosclerosis of native arteries of right leg with ulceration of other part of foot,0.9988385211806782,lr,365
E1022,-0.001167098797772275,Type 1 diabetes mellitus with diabetic chronic kidney disease,0.9988335819971522,lr,365
D7581,-0.001171825556824805,Myelofibrosis,0.9988288607626346,lr,365
C211,-0.0011768599322937272,Malignant neoplasm of anal canal,0.998823832295778,lr,365
F250,-0.001181691071226783,"Schizoaffective disorder, bipolar type",0.9988190068507307,lr,365
C50312,-0.0011820937140158624,Malignant neoplasm of lower-inner quadrant of left female breast,0.9988186046835409,lr,365
Z7984,-0.0011844522660408496,Long term (current) use of oral hypoglycemic drugs,0.9988162489206763,lr,365
1414,-0.001196591741339017,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified",0.9988041238890911,lr,365
Y92129,-0.0012182092451861984,Unspecified place in nursing home as the place of occurrence of the external cause,0.9987825324704774,lr,365
71943,-0.0012295629329804171,"Pain in joint, forearm",0.9987711926698039,lr,365
F3289,-0.001238322726046691,Other specified depressive episodes,0.9987624436791552,lr,365
29645,-0.0012402856245729396,"Bipolar I disorder, most recent episode (or current) manic, in partial or unspecified remission",0.9987604832117506,lr,365
M009,-0.001254265832039591,"Pyogenic arthritis, unspecified",0.9987465204305873,lr,365
C50311,-0.001259204497330232,Malignant neoplasm of lower-inner quadrant of right female breast,0.9987415879679926,lr,365
R64,-0.0012753898791051453,Cachexia,0.9987254230849146,lr,365
M75100,-0.0012900965259592554,"Unspecified rotator cuff tear or rupture of unspecified shoulder, not specified as traumatic",0.9987107352908174,lr,365
D89813,-0.0012952983572547875,"Graft-versus-host disease, unspecified",0.9987055401795715,lr,365
R570,-0.0013074110017388158,Cardiogenic shock,0.998693443287682,lr,365
V069,-0.0013137097925128146,Unspecified combined vaccine,0.9986871527464467,lr,365
C782,-0.0013139552422936948,Secondary malignant neoplasm of pleura,0.998686907618934,lr,365
Z6820,-0.0013144554134175378,"Body mass index (BMI) 20.0-20.9, adult",0.9986864081047059,lr,365
G8191,-0.001349390798097497,"Hemiplegia, unspecified affecting right dominant side",0.998651519220296,lr,365
5539,-0.0013505417104670793,Hernia of unspecified site without mention of obstruction or gangrene,0.998650369860571,lr,365
F17219,-0.0013662626586788476,"Nicotine dependence, cigarettes, with unspecified nicotine-induced disorders",0.9986346702532315,lr,365
S42202D,-0.0013708497258488113,"Unspecified fracture of upper end of left humerus, subsequent encounter for fracture with routine healing",0.998630089459427,lr,365
E113513,-0.001378290350820006,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",0.9986226590550898,lr,365
E662,-0.0013829298823864844,Morbid (severe) obesity with alveolar hypoventilation,0.9986180259244879,lr,365
Z792,-0.001389203934957522,Long term (current) use of antibiotics,0.9986117605621495,lr,365
C210,-0.001405822716056866,"Malignant neoplasm of anus, unspecified",0.998595164989797,lr,365
G893,-0.0014186124506579544,Neoplasm related pain (acute) (chronic),0.9985823933043362,lr,365
K810,-0.0014400409886592448,Acute cholecystitis,0.9985609953728379,lr,365
S72002D,-0.001445062302141415,"Fracture of unspecified part of neck of left femur, subsequent encounter for closed fracture with routine healing",0.9985559812976377,lr,365
Z931,-0.0014521560239203742,Gastrostomy status,0.9985488978444497,lr,365
V4983,-0.001460323909934554,Awaiting organ transplant status,0.9985407418441812,lr,365
K5720,-0.0014717696758408541,Diverticulitis of large intestine with perforation and abscess without bleeding,0.9985293128460091,lr,365
S72001D,-0.001478941707970919,"Fracture of unspecified part of neck of right femur, subsequent encounter for closed fracture with routine healing",0.9985221513873757,lr,365
Y830,-0.0014806891275944924,"Surgical operation with transplant of whole organ as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",0.9985204065516983,lr,365
C50811,-0.0015305518257489085,Malignant neoplasm of overlapping sites of right female breast,0.9984706188713497,lr,365
49122,-0.0015520599391745994,Obstructive chronic bronchitis with acute bronchitis,0.9984491438829709,lr,365
Z96612,-0.0015569445794003584,Presence of left artificial shoulder joint,0.9984442668300306,lr,365
K9189,-0.001558768454420391,Other postprocedural complications and disorders of digestive system,0.9984424457941341,lr,365
J910,-0.0015588114234500602,Malignant pleural effusion,0.998442402892032,lr,365
M2242,-0.001564832860004529,"Chondromalacia patellae, left knee",0.9984363908525502,lr,365
M459,-0.0015817124838706036,Ankylosing spondylitis of unspecified sites in spine,0.9984195377640558,lr,365
H401131,-0.001606431137381412,"Primary open-angle glaucoma, bilateral, mild stage",0.9983948584824639,lr,365
Z98890,-0.0016079068027365709,Other specified postprocedural states,0.9983933851868475,lr,365
C711,-0.0016092688391079477,Malignant neoplasm of frontal lobe,0.9983920253396701,lr,365
R498,-0.0016126770651922972,Other voice and resonance disorders,0.9983886225997255,lr,365
M7660,-0.0016127767171023857,"Achilles tendinitis, unspecified leg",0.9983885231083972,lr,365
72403,-0.0016138569173827196,"Spinal stenosis, lumbar region, with neurogenic claudication",0.9983874446494172,lr,365
20158,-0.0016225895379333862,"Hodgkin's disease, nodular sclerosis, lymph nodes of multiple sites",0.9983787261487682,lr,365
M1288,-0.001626438126459562,"Other specific arthropathies, not elsewhere classified, other specified site",0.9983748838072518,lr,365
C180,-0.0016277262410379601,Malignant neoplasm of cecum,0.9983735977868375,lr,365
C9002,-0.0016302964696708333,Multiple myeloma in relapse,0.9983710317417278,lr,365
Z932,-0.001640023174088615,Ileostomy status,0.99836132092903,lr,365
R1314,-0.0016573068572112342,"Dysphagia, pharyngoesophageal phase",0.9983440657174344,lr,365
23877,-0.0016703196487804907,Post-transplant lymphoproliferative disorder (PTLD),0.9983310745587186,lr,365
F22,-0.001679103238973595,Delusional disorders,0.998322305666194,lr,365
B957,-0.0016807532879117221,Other staphylococcus as the cause of diseases classified elsewhere,0.9983206583868925,lr,365
C50511,-0.0016879059585958162,Malignant neoplasm of lower-outer quadrant of right female breast,0.9983135177535233,lr,365
I462,-0.001698621026081599,Cardiac arrest due to underlying cardiac condition,0.9983028208141179,lr,365
M7522,-0.0017077335277521793,"Bicipital tendinitis, left shoulder",0.9982937238194438,lr,365
V8525,-0.0017187381995008599,"Body Mass Index 29.0-29.9, adult",0.9982827379851522,lr,365
Z933,-0.0017297243441086148,Colostomy status,0.9982717707668771,lr,365
T402X5A,-0.001735568619015568,"Adverse effect of other opioids, initial encounter",0.9982659366092652,lr,365
E440,-0.0017372819178554486,Moderate protein-calorie malnutrition,0.9982642262828593,lr,365
7260,-0.0017384289899406325,Adhesive capsulitis of shoulder,0.9982630812024884,lr,365
I6200,-0.001740844449573543,"Nontraumatic subdural hemorrhage, unspecified",0.9982606699412249,lr,365
C50812,-0.0017549864713666849,Malignant neoplasm of overlapping sites of left female breast,0.9982465526168993,lr,365
V8530,-0.0017596674334658055,"Body Mass Index 30.0-30.9, adult",0.9982418798735574,lr,365
L97522,-0.0017782929591257204,Non-pressure chronic ulcer of other part of left foot with fat layer exposed,0.9982232872669581,lr,365
Z6826,-0.0017786885413652712,"Body mass index (BMI) 26.0-26.9, adult",0.9982228923876326,lr,365
C712,-0.0017791972951734687,Malignant neoplasm of temporal lobe,0.9982223845380639,lr,365
Z483,-0.0017817019654177728,Aftercare following surgery for neoplasm,0.9982198843232912,lr,365
N10,-0.001782937596383466,Acute pyelonephritis,0.9982186508926536,lr,365
79021,-0.001799888812101023,Impaired fasting glucose,0.9982017300163842,lr,365
Z9079,-0.001802409459345183,Acquired absence of other genital organ(s),0.9981992139051155,lr,365
S065X0A,-0.0018026808269970863,"Traumatic subdural hemorrhage without loss of consciousness, initial encounter",0.9981989430261754,lr,365
R3129,-0.0018065996408050211,Other microscopic hematuria,0.9981950312780391,lr,365
Z79891,-0.0018070345069449206,Long term (current) use of opiate analgesic,0.9981945971969134,lr,365
G6181,-0.0018139317005673192,Chronic inflammatory demyelinating polyneuritis,0.9981877124792463,lr,365
C50111,-0.0018238317161495276,Malignant neoplasm of central portion of right female breast,0.998177830454255,lr,365
C494,-0.0018274531307956908,Malignant neoplasm of connective and soft tissue of abdomen,0.9981742156449857,lr,365
E1143,-0.0018551258016116232,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,0.9981465938806849,lr,365
M75122,-0.0018595266478718096,"Complete rotator cuff tear or rupture of left shoulder, not specified as traumatic",0.9981422012006459,lr,365
5845,-0.0018612294996935299,Acute kidney failure with lesion of tubular necrosis,0.9981405015138274,lr,365
V5842,-0.0018762973725874109,Aftercare following surgery for neoplasm,0.998125461772929,lr,365
J3081,-0.0018772945627511196,Allergic rhinitis due to animal (cat) (dog) hair and dander,0.9981244664525327,lr,365
B961,-0.0018797976630403723,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere,0.9981219680500188,lr,365
J3801,-0.0018822778431075373,"Paralysis of vocal cords and larynx, unilateral",0.998119492530879,lr,365
M315,-0.0018861316878713457,Giant cell arteritis with polymyalgia rheumatica,0.9981156459407111,lr,365
I248,-0.001887696126201661,Other forms of acute ischemic heart disease,0.998114084451558,lr,365
D6851,-0.0018912416114701424,Activated protein C resistance,0.9981105456590487,lr,365
C884,-0.0018954536438490128,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma],0.9981063415939665,lr,365
F333,-0.0018970109563938675,"Major depressive disorder, recurrent, severe with psychotic symptoms",0.99810478723165,lr,365
M65841,-0.0019037551433364133,"Other synovitis and tenosynovitis, right hand",0.9980980558490755,lr,365
G9341,-0.0019108756245470096,Metabolic encephalopathy,0.9980909489359249,lr,365
M2022,-0.001913042798744053,"Hallux rigidus, left foot",0.9980887859013178,lr,365
C799,-0.0019154917539464522,Secondary malignant neoplasm of unspecified site,0.9980863416295861,lr,365
M65311,-0.0019257685931177936,"Trigger thumb, right thumb",0.9980760845094795,lr,365
3970,-0.001926692593605238,Diseases of tricuspid valve,0.998075162287117,lr,365
H43813,-0.001927259231667825,"Vitreous degeneration, bilateral",0.998074596739901,lr,365
F4312,-0.0019315482805928406,"Post-traumatic stress disorder, chronic",0.998070315958305,lr,365
M5137,-0.0019332397747977236,"Other intervertebral disc degeneration, lumbosacral region",0.9980686277295773,lr,365
28260,-0.0019374922264306384,"Sickle-cell disease, unspecified",0.9980643835000357,lr,365
39890,-0.0019417094060882251,"Rheumatic heart disease, unspecified",0.9980601744920957,lr,365
M21372,-0.0019490103630028825,"Foot drop, left foot",0.9980528877243637,lr,365
I081,-0.0019544224032364264,Rheumatic disorders of both mitral and tricuspid valves,0.9980474862365968,lr,365
C342,-0.001955275772758289,"Malignant neoplasm of middle lobe, bronchus or lung",0.998046634533654,lr,365
29626,-0.0019627847469408416,"Major depressive affective disorder, single episode, in full remission",0.9980391402553795,lr,365
Z801,-0.0019650365676092832,"Family history of malignant neoplasm of trachea, bronchus and lung",0.998036892852746,lr,365
F3181,-0.001967122164994937,Bipolar II disorder,0.9980348113517821,lr,365
E032,-0.001967622643496927,Hypothyroidism due to medicaments and other exogenous substances,0.9980343118569397,lr,365
I952,-0.0019738344840440868,Hypotension due to drugs,0.9980281122461894,lr,365
C50112,-0.0019801140972559635,Malignant neoplasm of central portion of left female breast,0.9980218450353477,lr,365
D471,-0.0019887178465689873,Chronic myeloproliferative disease,0.9980132583425231,lr,365
R828,-0.001989619533811106,Abnormal findings on cytological and histological examination of urine,0.9980123584471062,lr,365
E873,-0.001991659368252753,Failure in dosage,0.9980103226692006,lr,365
J159,-0.0019917178013432834,Unspecified bacterial pneumonia,0.9980102643523748,lr,365
81201,-0.001998564506665111,Closed fracture of surgical neck of humerus,0.9980034312935786,lr,365
M65332,-0.0020042268502468,"Trigger finger, left middle finger",0.997997780271254,lr,365
Z7983,-0.0020110647634437226,Long term (current) use of bisphosphonates,0.9979909560723934,lr,365
H401132,-0.0020224682846818874,"Primary open-angle glaucoma, bilateral, moderate stage",0.9979795755262196,lr,365
2327,-0.002025275816906044,"Carcinoma in situ of skin of lower limb, including hip",0.9979767736703354,lr,365
R17,-0.0020379117698014165,Unspecified jaundice,0.9979641633625045,lr,365
N359,-0.0020429925351240453,"Urethral stricture, unspecified",0.9979590929536708,lr,365
C8310,-0.002054601221561815,"Mantle cell lymphoma, unspecified site",0.997947508026726,lr,365
C9200,-0.0020556865727059336,"Acute myeloblastic leukemia, not having achieved remission",0.9979464249038442,lr,365
S52502A,-0.0020603459552548174,"Unspecified fracture of the lower end of left radius, initial encounter for closed fracture",0.9979417751005198,lr,365
E1136,-0.0020655515992823803,Type 2 diabetes mellitus with diabetic cataract,0.9979365801843999,lr,365
T82868A,-0.0020697344819447126,"Thrombosis due to vascular prosthetic devices, implants and grafts, initial encounter",0.9979324059415108,lr,365
I7101,-0.002072259647162584,Dissection of thoracic aorta,0.9979298860004912,lr,365
I4581,-0.0020774689339384837,Long QT syndrome,0.9979246875110729,lr,365
J4550,-0.002116434133777559,"Severe persistent asthma, uncomplicated",0.9978858039337578,lr,365
G8194,-0.0021334848933908797,"Hemiplegia, unspecified affecting left nondominant side",0.9978687893678494,lr,365
A4151,-0.0021340061495728397,Sepsis due to Escherichia coli [E. coli],0.9978682692227098,lr,365
C169,-0.002139390852133475,"Malignant neoplasm of stomach, unspecified",0.9978628960133519,lr,365
I63411,-0.0021549695408695953,Cerebral infarction due to embolism of right middle cerebral artery,0.9978473507389813,lr,365
F29,-0.0021693004286845274,Unspecified psychosis not due to a substance or known physiological condition,0.9978330508030071,lr,365
F259,-0.002173307398938983,"Schizoaffective disorder, unspecified",0.9978290525236642,lr,365
S2241XA,-0.0021735082651557387,"Multiple fractures of ribs, right side, initial encounter for closed fracture",0.9978288520935376,lr,365
Z6822,-0.0021783333034486796,"Body mass index (BMI) 22.0-22.9, adult",0.9978240375427316,lr,365
B379,-0.0021799832137071704,"Candidiasis, unspecified",0.997822391223974,lr,365
T847XXA,-0.002189470265006673,"Infection and inflammatory reaction due to other internal orthopedic prosthetic devices, implants and grafts, initial encounter",0.9978129248766646,lr,365
Z6827,-0.0021992463269589297,"Body mass index (BMI) 27.0-27.9, adult",0.9978031702433753,lr,365
C772,-0.002213012762454208,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,0.9977894341449439,lr,365
J320,-0.0022131631021142257,Chronic maxillary sinusitis,0.9977892841376309,lr,365
J9809,-0.0022460615898279163,"Other diseases of bronchus, not elsewhere classified",0.9977564589190788,lr,365
L97529,-0.0022482679981012397,Non-pressure chronic ulcer of other part of left foot with unspecified severity,0.9977542574634017,lr,365
C549,-0.0022515050429527932,"Malignant neoplasm of corpus uteri, unspecified",0.997751027693347,lr,365
E8310,-0.0022519327527776773,"Accident to watercraft causing other injury to occupant of small boat, unpowered",0.9977506009455209,lr,365
S52502D,-0.002255696096318044,"Unspecified fracture of the lower end of left radius, subsequent encounter for closed fracture with routine healing",0.9977468460743074,lr,365
Z6825,-0.0022572797118843354,"Body mass index (BMI) 25.0-25.9, adult",0.9977452660281219,lr,365
F10229,-0.0022595934601206285,"Alcohol dependence with intoxication, unspecified",0.997742957499443,lr,365
E9444,-0.0022751054024474976,Other diuretics causing adverse effects in therapeutic use,0.9977274806882672,lr,365
I4901,-0.002289440735220331,Ventricular fibrillation,0.9977131780353318,lr,365
0311,-0.0022945041077146264,Cutaneous diseases due to other mycobacteria,0.9977081262546585,lr,365
2884,-0.002300841397694288,Hemophagocytic syndromes,0.997701803508982,lr,365
30789,-0.002323470233983276,Other pain disorders related to psychological factors,0.9976792269336469,lr,365
B370,-0.002326906512613212,Candidal stomatitis,0.9976757986357301,lr,365
D6861,-0.002334487704880652,Antiphospholipid syndrome,0.9976682350923505,lr,365
I679,-0.0023492588123920593,"Cerebrovascular disease, unspecified",0.997653498536427,lr,365
C3492,-0.002364832674815811,Malignant neoplasm of unspecified part of left bronchus or lung,0.9976379613390817,lr,365
4466,-0.002366866477020849,Thrombotic microangiopathy,0.9976359323428594,lr,365
C778,-0.0023669422924786692,Secondary and unspecified malignant neoplasm of lymph nodes of multiple regions,0.9976358567066373,lr,365
C50211,-0.0023702520882221984,Malignant neoplasm of upper-inner quadrant of right female breast,0.9976325547411896,lr,365
M1120,-0.002378833653190098,"Other chondrocalcinosis, unspecified site",0.9976239935293414,lr,365
M6249,-0.0023839298590740926,"Contracture of muscle, multiple sites",0.9976189094450303,lr,365
Y846,-0.002387317061793068,"Urinary catheterization as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",0.9976155303132707,lr,365
Z436,-0.0024011821312495884,Encounter for attention to other artificial openings of urinary tract,0.9976016984005424,lr,365
V109,-0.002433828405162678,Other and unspecified personal history of malignant neoplasm,0.997569130953846,lr,365
N814,-0.0024384310414223473,"Uterovaginal prolapse, unspecified",0.9975645395165588,lr,365
R451,-0.002442211973021433,Restlessness and agitation,0.9975607678003995,lr,365
I680,-0.0024430849486517243,Cerebral amyloid angiopathy,0.9975598969545395,lr,365
I972,-0.0024485710937742853,Postmastectomy lymphedema syndrome,0.9975544242111886,lr,365
I071,-0.0024491340475860635,Rheumatic tricuspid insufficiency,0.997553862634281,lr,365
I5043,-0.00245407804661033,Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure,0.9975489307411491,lr,365
I8291,-0.0024557256841792724,Chronic embolism and thrombosis of unspecified vein,0.997547287143408,lr,365
Z8541,-0.0024558477735446135,Personal history of malignant neoplasm of cervix uteri,0.9975471653535003,lr,365
2166,-0.0024729217392061506,"Benign neoplasm of skin of upper limb, including shoulder",0.9975301334128551,lr,365
C7830,-0.0024734694782678683,Secondary malignant neoplasm of unspecified respiratory organ,0.9975295870267854,lr,365
C50212,-0.0024825825663197217,Malignant neoplasm of upper-inner quadrant of left female breast,0.997520496493246,lr,365
M609,-0.002482760853484423,"Myositis, unspecified",0.9975203186481608,lr,365
R7982,-0.002489345708880612,Elevated C-reactive protein (CRP),0.9975137501427341,lr,365
1611,-0.002496461892107447,Malignant neoplasm of supraglottis,0.9975066516773738,lr,365
K5731,-0.002500442010928306,Diverticulosis of large intestine without perforation or abscess with bleeding,0.9975026814902764,lr,365
D508,-0.0025022229025168986,Other iron deficiency anemias,0.9975009050477233,lr,365
B0229,-0.0025152018385333394,Other postherpetic nervous system involvement,0.9974879586313158,lr,365
C9111,-0.0025176994608928963,Chronic lymphocytic leukemia of B-cell type in remission,0.9974854672861981,lr,365
C7A8,-0.002533792932398612,Other malignant neuroendocrine tumors,0.9974694144114266,lr,365
28803,-0.002536998809858725,Drug induced neutropenia,0.9974662166518395,lr,365
M0589,-0.0025407916293882903,Other rheumatoid arthritis with rheumatoid factor of multiple sites,0.9974624334496675,lr,365
H548,-0.002544374607592002,"Legal blindness, as defined in USA",0.997458859569912,lr,365
E43,-0.0025539610762586036,Unspecified severe protein-calorie malnutrition,0.9974492975076418,lr,365
L97511,-0.002558823666714506,Non-pressure chronic ulcer of other part of right foot limited to breakdown of skin,0.9974444473319997,lr,365
M5441,-0.0025634914189599047,"Lumbago with sciatica, right side",0.9974397915193071,lr,365
